,lh.white_volume,lh.pial_volume,lh.gm_volume,lh.exp_volume,lh.convex_volume,rh.white_volume,rh.pial_volume,rh.gm_volume,rh.exp_volume,rh.convex_volume,lh.white_surface,lh.pial_surface,lh.exp_surface,lh.convex_surface,rh.white_surface,rh.pial_surface,rh.exp_surface,rh.convex_surface,lh.mean_thickness,rh.mean_thickness
BBW49,1075203.985920104,1665932.963493079,590728.977572975,2202674.7853315305,2233308.8087751325,1074270.0010073537,1777648.162507428,703378.1615000744,2251457.9651830005,2278829.157873621,316481.615899525,320917.09185244667,96743.09619014042,87104.30767375877,310383.4081069916,322092.8484141305,95922.24175229456,87924.8204128051,1.8407526198217705,2.183774538811575
