,lh.white_volume,lh.gm_volume,rh.white_volume,rh.gm_volume,lh.mean_thickness_direct,lh.sd_thickness_direct,rh.mean_thickness_direct,rh.sd_thickness_direct,lh.mean_thickness_fs,lh.sd_thickness_fs,rh.mean_thickness_fs,rh.sd_thickness_fs
BBW49,1045404.0822267532,680027.724173069,1055045.3793420792,736837.0967197418,3.200909992920552,2.6184240745762843,3.570781219693144,2.4934285828644596,1.7499754496023012,1.2239005245915129,2.013064249055962,1.1223842508669923
