,lh.white_volume,lh.gm_volume,rh.white_volume,rh.gm_volume,lh.mean_thickness_direct,lh.sd_thickness_direct,rh.mean_thickness_direct,rh.sd_thickness_direct,lh.mean_thickness_fs,lh.sd_thickness_fs,rh.mean_thickness_fs,rh.sd_thickness_fs
PWSD1,227780.66763980314,251718.80352543667,232801.38836614788,258359.11158286035,5.782844396320616,3.422447452103754,5.968963715206644,3.4099750589460274,2.9290727027487033,1.5901110972641879,3.0158820230546075,1.511712387796926
