,lh.white_volume,lh.pial_volume,lh.gm_volume,lh.exp_volume,lh.convex_volume,rh.white_volume,rh.pial_volume,rh.gm_volume,rh.exp_volume,rh.convex_volume,lh.white_surface,lh.pial_surface,lh.exp_surface,lh.convex_surface,rh.white_surface,rh.pial_surface,rh.exp_surface,rh.convex_surface,lh.mean_thickness,rh.mean_thickness
PWSD1,226896.96721353589,483880.66704102233,256983.69982748645,530604.7400892797,562310.7323874225,230979.64990420293,496454.4128814551,265474.76297725213,537293.9643432196,574724.2917138856,106693.67553901259,73882.99226725874,34669.08962196897,35358.172101642966,107089.26930992978,73181.77637130608,35026.23603248172,35801.21642060566,3.4782524630011338,3.6276075293704184
