,lh.white_volume,lh.gm_volume,rh.white_volume,rh.gm_volume,lh.mean_thickness_direct,lh.sd_thickness_direct,rh.mean_thickness_direct,rh.sd_thickness_direct,lh.mean_thickness_fs,lh.sd_thickness_fs,rh.mean_thickness_fs,rh.sd_thickness_fs
sealion,94947.14144617319,131793.3240160346,94303.014036268,131648.59768003225,6.185616280625643,3.0195081058084416,6.353970297707134,3.0536361778773498,3.919853766776108,1.5353100554521972,4.089945128948813,1.5479494742055149
