,lh.white_volume,lh.pial_volume,lh.gm_volume,lh.exp_volume,lh.convex_volume,rh.white_volume,rh.pial_volume,rh.gm_volume,rh.exp_volume,rh.convex_volume,lh.white_surface,lh.pial_surface,lh.exp_surface,lh.convex_surface,rh.white_surface,rh.pial_surface,rh.exp_surface,rh.convex_surface,lh.mean_thickness,rh.mean_thickness
sealion,93900.87542824213,229843.04273381957,135942.16730557743,249084.68664020463,277573.6307366935,93151.65590911376,230669.57843620944,137517.92252709568,242565.09340004172,275262.9328387417,38713.22986506802,32748.76878702188,23121.82315213167,23512.902243473553,38030.30466967027,31852.535287787436,22607.741790690412,23400.53688115495,4.151061928149507,4.317330513399395
