,lh.white_volume,lh.pial_volume,lh.gm_volume,lh.exp_volume,lh.convex_volume,rh.white_volume,rh.pial_volume,rh.gm_volume,rh.exp_volume,rh.convex_volume,lh.white_surface,lh.pial_surface,lh.exp_surface,lh.convex_surface,rh.white_surface,rh.pial_surface,rh.exp_surface,rh.convex_surface,lh.mean_thickness,rh.mean_thickness
human,233846.34315813077,497552.4205977174,263706.07743958663,632274.7290493137,633821.5744554957,228843.59733241354,480152.28791477246,251308.69058235892,631294.0936104428,622381.2932792947,79763.03614877591,84588.84092320577,43804.23141208703,41725.38874395192,76655.4176871125,82301.44911467642,44046.47197527112,41246.35708219853,3.1175043251744396,3.05351477143729
