,lh.white_volume,lh.gm_volume,rh.white_volume,rh.gm_volume,lh.mean_thickness_direct,lh.sd_thickness_direct,rh.mean_thickness_direct,rh.sd_thickness_direct,lh.mean_thickness_fs,lh.sd_thickness_fs,rh.mean_thickness_fs,rh.sd_thickness_fs
human,237481.0,238986.0,232351.0,236711.0,4.422125881798914,2.066609032719097,4.376568081499981,2.2341685187862583,2.966124796921003,1.0838698212644713,2.8988447815456713,1.1732483691135012
