,lh.white_volume,lh.gm_volume,rh.white_volume,rh.gm_volume,lh.mean_thickness_direct,lh.sd_thickness_direct,rh.mean_thickness_direct,rh.sd_thickness_direct,lh.mean_thickness_fs,lh.sd_thickness_fs,rh.mean_thickness_fs,rh.sd_thickness_fs
sotalia,84394.50846791267,139974.52750593424,93965.61912059784,157120.31819969416,3.432279212552921,1.569312601189853,4.019644280108807,1.5087099206489567,1.8361623534883333,0.9245174234812958,2.189819918582377,0.8736370762098391
