,lh.white_volume,lh.pial_volume,lh.gm_volume,lh.exp_volume,lh.convex_volume,rh.white_volume,rh.pial_volume,rh.gm_volume,rh.exp_volume,rh.convex_volume,lh.white_surface,lh.pial_surface,lh.exp_surface,lh.convex_surface,rh.white_surface,rh.pial_surface,rh.exp_surface,rh.convex_surface,lh.mean_thickness,rh.mean_thickness
sotalia,84744.65582280153,200884.09178545166,116139.43596265012,294235.586458103,259995.87961373982,93620.62327888694,228940.60085750496,135319.97757861804,317954.86474718543,285279.26230807544,63825.82943743205,56726.0712562314,25293.469715422234,21104.23227257443,63687.439570724666,55688.83053349464,25715.137760238722,22588.90700980491,2.0473731635326695,2.4299303160483574
