,rh.white_volume,rh.pial_volume,rh.gm_volume,rh.exp_volume,rh.convex_volume,rh.white_surface,rh.pial_surface,rh.exp_surface,rh.convex_surface,rh.mean_thickness
pontoporia,26039.733383839935,67909.47105817891,41869.737674338976,86477.1289016937,85292.12795430362,20327.07423719517,19516.894124113427,11430.323965913562,10313.805084505471,2.1453074145956585
