,rh.white_volume,rh.gm_volume,rh.mean_thickness_direct,rh.sd_thickness_direct,rh.mean_thickness_fs,rh.sd_thickness_fs
pontoporia,26021.62603031844,48276.75903800875,3.802361503196944,2.0441271539866546,1.8641817640500586,0.9464010299828494
