,lh.white_volume,lh.pial_volume,lh.gm_volume,lh.exp_volume,lh.convex_volume,rh.white_volume,rh.pial_volume,rh.gm_volume,rh.exp_volume,rh.convex_volume,lh.white_surface,lh.pial_surface,lh.exp_surface,lh.convex_surface,rh.white_surface,rh.pial_surface,rh.exp_surface,rh.convex_surface,lh.mean_thickness,rh.mean_thickness
seal4,36283.95475672303,92820.90828568126,56536.95352895823,104028.79911744107,115045.46238894884,39583.888027140725,95422.75948871975,55838.87146157902,111548.34497520345,118701.82037287032,17459.67989047882,16519.2890607542,12716.916290851546,12820.949530091732,18960.048404901434,17428.22901877699,13454.872584064764,12951.449543831959,3.4224810354143047,3.20393261997067
