,lh.white_volume,lh.gm_volume,rh.white_volume,rh.gm_volume,lh.mean_thickness_direct,lh.sd_thickness_direct,rh.mean_thickness_direct,rh.sd_thickness_direct,lh.mean_thickness_fs,lh.sd_thickness_fs,rh.mean_thickness_fs,rh.sd_thickness_fs
seal4,36241.093184798956,54860.32674089074,38878.06415557861,56792.232897132635,5.796310534845654,2.9942381518119574,5.288250616397529,3.132570354926918,3.419769599531686,1.6499143992865495,3.1288899752310795,1.7725525279714234
