,lh.white_volume,lh.gm_volume,rh.white_volume,rh.gm_volume,lh.mean_thickness_direct,lh.sd_thickness_direct,rh.mean_thickness_direct,rh.sd_thickness_direct,lh.mean_thickness_fs,lh.sd_thickness_fs,rh.mean_thickness_fs,rh.sd_thickness_fs
deer,25255.590442640245,52570.4291196659,26227.038680107686,52443.687539493796,4.5759304840495085,2.3893573526696716,4.609976116331607,2.325838994133287,2.3040844348810037,1.2319516771434387,2.401906805419293,1.2045785539155043
