,lh.white_volume,lh.pial_volume,lh.gm_volume,lh.exp_volume,lh.convex_volume,rh.white_volume,rh.pial_volume,rh.gm_volume,rh.exp_volume,rh.convex_volume,lh.white_surface,lh.pial_surface,lh.exp_surface,lh.convex_surface,rh.white_surface,rh.pial_surface,rh.exp_surface,rh.convex_surface,lh.mean_thickness,rh.mean_thickness
raccoon2,3856.2080489913983,14456.543846708271,10600.335797716873,17120.81704326741,17750.525239634877,4056.0335890785723,14843.680612132162,10787.64702305359,17585.9639613998,17788.61916105774,4195.5432442330875,4561.910280311056,3770.8353061639446,3771.0062843459787,4247.620687974903,4617.605715924745,3776.914721791439,3767.069278376778,2.3236616124318172,2.336199252753481
