,lh.white_volume,lh.gm_volume,rh.white_volume,rh.gm_volume,lh.mean_thickness_direct,lh.sd_thickness_direct,rh.mean_thickness_direct,rh.sd_thickness_direct,lh.mean_thickness_fs,lh.sd_thickness_fs,rh.mean_thickness_fs,rh.sd_thickness_fs
bear4,45478.346794843674,53988.16013708711,44723.77033904195,55621.09215185046,5.50188250651768,2.9062159803400425,5.6525110456368814,3.045140545793982,3.5105324344295945,1.5459024156021437,3.478101513597345,1.6016109683582902
