,lh.white_volume,lh.gm_volume,rh.white_volume,rh.gm_volume,lh.mean_thickness_direct,lh.sd_thickness_direct,rh.mean_thickness_direct,rh.sd_thickness_direct,lh.mean_thickness_fs,lh.sd_thickness_fs,rh.mean_thickness_fs,rh.sd_thickness_fs
porpoise,86890.0739774108,120337.56801858544,88970.51505744457,120921.23409733176,6.018202254152495,3.366864608050721,6.614749818670718,3.476395266304465,3.1136067027160412,1.7118097061968218,3.3428523213012094,1.7152435359242026
